"run","elpd_loo_AR","elpd_loo_MA","elpd_loo_BMA","elpd_loo_BPS","elpd_loo_BPS2","test_rmse_AR","test_rmse_MA","test_rmse_BMA","test_rmse_BPS","test_rmse_BPS2"
1,347.115757942945,380.639319635177,-117.295523188249,59.5808525581892,-112.228133981417,1.50684736647165,1.51624874203484,1.41969326001554,1.05354136037426,0.813965394679184
2,184.045757170484,256.646274139992,-110.513240730011,60.3288539532103,-132.633446525923,1.44775921793871,1.42837236374613,1.37310918605935,0.995493600281329,0.954475372495757
3,374.757997160006,379.5005920324,-116.061257414225,72.3494568767662,-9.88587670198579,1.42765176018777,1.43076839599376,1.39764237525077,0.897008145557568,0.671171856984441
4,240.190999277068,309.444745542006,-73.8096680753194,57.7685367761906,45.0375374316836,1.01575463444188,0.990745221628064,0.949452252904757,0.813850943845923,0.929752451650498
5,344.440188106915,349.920602533643,-135.110702652687,73.3066462228588,55.2571435588891,1.76904419016149,1.77500603866707,1.67941093255538,0.975622227093128,0.790412300535165
6,372.230147110871,337.644845475367,-113.466115281887,73.3360057476622,-145.985424782557,1.55182890504357,1.50497036299584,1.42209536818737,1.19647616161989,1.01298939345396
7,275.258062835088,263.822809921631,-108.620772925383,59.0218371672805,51.698624158389,1.21034045535605,1.20858121152123,1.26430468999432,1.01656584091582,0.960575053827925
8,358.369075726231,390.366697535466,-133.663254588023,69.6447189804792,38.6339021572123,1.59695930163447,1.62875619179861,1.62428433716485,1.24013578602736,1.17482557292848
9,240.818355250003,288.740535355137,-131.038542154806,62.078899112377,56.5454535652946,1.60765427503042,1.63389454607645,1.61115295150815,1.09210370515941,1.10862482925774
10,330.051215180928,373.313877502662,-107.153569797894,70.5855566956879,-119.226409794847,1.41874425178519,1.46802296143415,1.34690947316856,0.952928719266405,0.891399871315637
11,406.592235750264,361.857369491438,-110.171793528026,70.564010438898,-146.497513996229,1.46613158573838,1.48754596147374,1.41160423812156,1.07887185369593,1.07266502091472
12,307.711251955092,331.362538882722,-113.225216147547,67.9193528490775,51.6408322500309,1.43716533066852,1.42652267872974,1.4071357144878,0.946707754299704,0.79349059680975
13,420.309737588831,414.254174797083,-100.914539571289,52.8414620510141,10.6013841188631,1.34416091172832,1.40470489918359,1.23493884147895,0.983764030523242,0.742636494737874
14,370.795075853418,286.108718756461,-110.995728528338,69.4829758779629,45.536192114816,1.37260750792695,1.36559924371291,1.3497018440501,0.909798518708561,0.79826185820603
15,305.931548427148,349.172817473019,-122.472368556166,68.9246235161391,4.10014300974121,1.50549267288124,1.50522596636528,1.46941497995081,1.02513728753396,0.696132400810493
16,343.413325147666,322.705571973895,-121.971446241381,57.6626301441917,53.9681046116257,1.60155497410614,1.66013592609611,1.55519957795053,1.03567850313817,1.38425008709589
17,227.92803158668,232.60574260531,-122.314036184541,61.4596434598185,-175.943141770377,1.4084784160901,1.3961852489734,1.43472641824196,1.15089933348295,1.0385095955454
18,408.262473092726,398.021193157952,-120.957054350624,61.5126679778534,52.9265469850228,1.68487570217804,1.69315497958872,1.61807737207446,1.05376237971354,1.1057073649117
19,378.211565596082,411.745518657624,-139.076825612252,85.6467627756862,77.8209822966642,1.73951482013844,1.77293768311913,1.705367683205,0.984446527512661,1.08271506034412
20,337.858782678107,304.200913930973,-101.850831078746,69.3032460256424,-83.3598259236445,1.41283350462142,1.38116144886621,1.32064269995068,0.954729212933428,0.858066961707906
21,421.372903495195,363.065451089125,-108.036969233261,60.2748421486515,-10.3256340847365,1.45896389003221,1.4610700405591,1.45102700723115,0.907360833327151,0.778324813374949
22,413.84674525678,318.421276238001,-113.744013416869,74.2520593361923,14.2349946753568,1.38419420892854,1.40257024170346,1.43352354122089,0.838093713663467,0.716285118231163
23,395.062394761145,328.126257921524,-124.826548404497,65.4020569692165,17.010488062364,1.52969495196099,1.60147734082074,1.51133175951368,0.996392792342766,0.681781937578372
24,322.044387322561,399.172444977839,-128.085635819647,65.0876734844098,37.641714765005,1.61060518102975,1.65352474783809,1.56515223334013,0.985805322190818,1.18595876551309
25,342.131132984748,342.462168809968,-131.511092453232,61.5664544759585,65.4895134887626,1.70957031745572,1.78246953752066,1.65100972788891,0.996930934455429,1.35811761186751
26,323.494583904392,384.18786943948,-132.785623493159,62.7053023784589,45.7709072467731,1.88076315674102,1.89828304198754,1.82061514193257,1.0989263053326,1.33193145251052
27,355.477706637166,355.229373183174,-152.914271948465,82.8238098341307,62.8822616643763,1.7351677179553,1.77872048904514,1.86324480573757,1.08895470399547,1.17148902181149
28,452.939752707285,485.151516591498,-107.153548204769,66.7163417561377,48.6270313263537,1.42497409658886,1.43322103479148,1.36296364157472,0.912911219959816,1.10368857568173
29,338.198644899282,316.693477637687,-128.815904364369,63.8439918474588,52.0894927277652,1.7098238568229,1.7226441977189,1.66864175760911,1.1875371221026,1.19585936218013
30,370.665532825806,438.967979962078,-117.66450266107,68.7722182131076,-45.8666187979762,1.55810413598302,1.58110772752289,1.47485263568409,1.03822926367504,0.696851831331842
31,271.605742254558,261.456677164211,-114.56212966335,57.6191774934976,-68.8581048090885,1.4425909981356,1.43559307318197,1.41194976894175,1.13491799593115,0.868068605472397
32,378.855239508357,362.658586197558,-106.740780319064,67.0125024751308,71.9308463023578,1.35572142953556,1.32985665155587,1.27558836753537,0.917121272911302,0.870416659519691
33,367.966975057773,361.351427533662,-135.902351250373,66.438619277986,38.5440765403261,1.59133096155718,1.62792096519051,1.57896894384288,0.912564254598882,0.747053289853544
34,407.046210732206,383.728030787037,-104.391070162652,74.3435191759205,20.4317216512919,1.32235720513257,1.3325553116251,1.32148532130262,0.895932095399918,0.831412217235494
35,342.958256250358,328.781392905409,-112.064801872636,64.3741435293568,-99.2401517197249,1.4597493808597,1.44114151766987,1.35760916031914,0.917487267803812,0.750536167561626
36,371.051596190521,300.879178594639,-123.256876694714,64.753740891338,26.577049574162,1.51248995947829,1.51825972713902,1.52144936412808,1.00260321553519,0.647861228204106
37,377.302872283254,356.934742975649,-121.671178266727,62.6000638400021,43.759211503032,1.4023488798114,1.38996935214422,1.41242627189194,1.05412972676102,0.857426603639502
38,327.979286889723,332.905112426377,-121.891118085279,71.2375268921906,66.6037630330229,1.44026198290593,1.49104158317704,1.48298546272904,0.806496777637795,0.788236388172922
39,332.505151733622,290.643578345991,-124.201376451307,81.8427524770974,12.6677793211746,1.36256982851988,1.34323201076318,1.46266658223784,0.930877175028959,0.583022917010428
40,338.397623439364,373.152700773696,-117.62322795912,74.1032792414028,25.8408676419248,1.48441952870726,1.48628512376204,1.46252330673624,0.813449187617736,0.647387715831625
41,387.377487878499,402.432567752622,-124.637476951904,55.3416607872698,-2.37355966520629,1.56073637306452,1.67170928255031,1.5381093455887,1.034792220071,0.693324976100451
42,402.502554517267,335.141479606942,-99.7716686968017,63.2493808853641,55.159103272671,1.30618465332881,1.4541289264922,1.23024104322174,0.955738898952543,0.923727041274972
43,333.331811967728,251.317067247608,-105.134538018571,70.1949321153422,-120.904818006985,1.40695661111257,1.39595500539979,1.37102183910413,1.07473368553556,0.978636880897682
44,428.237739107659,451.185096505022,-103.302273584985,55.5891039588227,28.951720153214,1.32483440464237,1.33974895673129,1.28271724652601,0.92910279187681,0.822491876992032
45,321.611585655958,318.476288861605,-115.589669435193,73.888921109498,42.53556958309,1.61448810893022,1.58541782097228,1.52775828324253,0.8835161202979,0.721112397825855
46,340.064076576159,374.637773466267,-101.199864023498,65.7847915292669,-129.192219687329,1.453040532913,1.43500075497313,1.3648564224251,0.914609657370942,1.0219104062864
47,365.930215520881,350.878667630121,-124.144703260067,64.3623909523066,-18.6497865853202,1.40595271356626,1.41143578663606,1.45303791361172,1.32416536503376,0.962448148363523
48,403.827633296994,423.896487822269,-108.055615802721,71.3309028923329,-139.231526938419,1.50763573633632,1.52385192216321,1.44611444203911,0.872712280280435,1.07996760985926
49,340.703707144321,256.298816868764,-114.034371848897,58.9145064182122,-14.9056080371402,1.36920356557383,1.36981805578675,1.41371861443115,0.964382478052474,0.686574505195369
50,337.65361310518,289.120256996096,-110.968823991688,74.4854897024418,-16.6437071212458,1.36733359193982,1.38096849802024,1.34090617126844,0.849084740173246,0.619074637175361
