"run","test_rmse_AR","test_rmse_MA","test_rmse_BMA","test_rmse_BPS","test_rmse_BPS2"
1,1.49277789235288,1.49235801973039,1.48098177346549,1.05850283183597,0.861248337119849
2,1.53603479247314,1.51371731763619,1.49012921535965,1.13076865289905,1.13045643293558
3,1.46582598705391,1.49825313109359,1.45492614792609,1.02776063539701,0.892462890255665
4,1.16342293587113,1.13722390516863,1.04584102504109,0.994122753473841,0.98356033816847
5,1.74240842825588,1.76795848701626,1.6709667897141,1.11440556758681,0.960131930082797
6,1.50078246892827,1.51036999090314,1.43956667595685,1.19041041167383,1.01155060442763
7,1.31858272837329,1.29431674507755,1.35195207710569,0.822820541310276,0.680353407596361
8,1.55989762267545,1.57333241823242,1.55745987786238,1.44466611884515,1.48696058850233
9,1.60313619557828,1.61609409990286,1.55837845984988,1.05192466293769,0.947708301431301
10,1.52089933457971,1.49634302710218,1.3981019885828,1.06477747139212,1.00105218312567
11,1.55473694356094,1.57043315338528,1.50223146631586,1.25649370783869,1.09717192719017
12,1.60292162551847,1.62926645846731,1.45469260753095,1.13220893362684,1.0378188149306
13,1.52515173602185,1.5264687267123,1.40471693298244,1.08865164526577,0.761405850375562
14,1.51338602546178,1.54884944239163,1.54503616675957,1.00480708200428,1.03027078019187
15,1.55094885471956,1.5680506138819,1.47002929790852,1.06126291973688,0.685695632175681
16,1.60922602733747,1.65449531632318,1.56277249442085,1.09330959851849,1.37939355429148
17,1.51201619230358,1.5060010247178,1.49110509550522,1.29917367716086,1.05362104877609
18,1.53002967583102,1.53176304941409,1.44785776944738,0.967698019317809,0.959649143201833
19,1.58863552292067,1.64137726648387,1.57863955272708,1.15021948131264,1.19589482656045
20,1.4407461776988,1.46672633002049,1.36950914598701,0.929870926637,0.928610977882681
21,1.48327383189474,1.5025619626068,1.39728795994678,0.973024839451878,0.685544040993264
22,1.56798289165925,1.56422558264691,1.53704042570548,0.931802351544677,0.712452561792916
23,1.60290738678533,1.64218151005095,1.519586855074,1.02824711034,0.797009817273078
24,1.42368668704547,1.42021161836946,1.3744706940999,0.995146726495005,1.03248687881469
25,1.51074224100372,1.6016628222397,1.48825333457217,1.07692963061625,0.969660126282317
26,1.91122643448467,1.90511178816749,1.89059628561561,1.37190991133946,1.85003920410948
27,1.69715413957994,1.65244215950409,1.7859554831165,1.06773995484743,1.59574674798366
28,1.52775515608536,1.52240686782152,1.47358494192568,0.98320034304637,1.11517848578592
29,1.57260717518449,1.57429940919796,1.53420583112356,1.14281479007606,1.09798145439803
30,1.61005644146748,1.62145975179043,1.51742573771061,1.10255251837514,0.796792635301888
31,1.49799375069544,1.47615411830899,1.48293483059262,1.1019052571848,0.829524408410355
32,1.59549412241132,1.60205875800397,1.52250148432348,0.969710980142098,1.01905591363174
33,1.58387108973551,1.6341831973715,1.52716446371044,0.97975870698765,0.730955819284087
34,1.35274773635389,1.36153018303074,1.25843601014097,0.946949046533237,0.784396493616772
35,1.48449571697201,1.47589772069917,1.40646436822905,1.08506054010519,0.925879413937873
36,1.52558024608974,1.51112090145766,1.49661175223779,1.07543419540367,0.976204776270007
37,1.53084285196274,1.54985500506164,1.46023078605911,1.15200782176007,0.955672396911006
38,1.60151988554348,1.64745087648129,1.55143970327887,1.04312060552828,1.07985944108673
39,1.48368460368345,1.46969748434087,1.52875075136433,1.04599617070719,0.720193765236816
40,1.55125777518038,1.55333040447421,1.50594093141815,0.91849714143218,0.63203371504513
41,1.50027959966326,1.52690682154109,1.52957972530117,1.03341371606328,0.89066997559759
42,1.47908131193878,1.47176666024118,1.41910887985375,1.25557001266814,0.967117035024927
43,1.54824012167363,1.51983399177551,1.54822355262839,1.15667749126848,1.21745369546502
44,1.48530852491231,1.48882832554714,1.4067564627349,1.11756631101171,0.914334885334163
45,1.61548162605038,1.58702205955545,1.49385303530372,1.01684921123411,0.808400621751936
46,1.54635942961866,1.52046346487885,1.40793416707192,0.976173539596866,0.854337778221843
47,1.53048012527726,1.5229757456217,1.53449766006247,1.46430360875299,1.10906364236334
48,1.53669899997761,1.5447622275722,1.47331052831383,0.882129109210322,1.12454655313821
49,1.4007621160608,1.40176996752763,1.44635646782218,1.00697921437518,0.660521732412512
50,1.45469846673936,1.46482445540815,1.40526023747971,1.06204394196276,0.849212306403317
